datetime,close,high,low,open,volume
2025-09-11 16:42:00+00:00,502.3500061035156,502.38250732421875,502.20001220703125,502.364990234375,0
2025-09-11 16:43:00+00:00,502.3699951171875,502.37890625,502.25,502.2799987792969,17401
2025-09-11 16:44:00+00:00,502.5350036621094,502.5380859375,502.3299865722656,502.3399963378906,18169
2025-09-11 16:45:00+00:00,502.375,502.614990234375,502.375,502.57000732421875,14267
2025-09-11 16:46:00+00:00,502.4100036621094,502.489990234375,502.18499755859375,502.2900085449219,19849
2025-09-11 16:47:00+00:00,502.5400085449219,502.71990966796875,502.4100036621094,502.4100036621094,21440
2025-09-11 16:48:00+00:00,502.4198913574219,502.489990234375,502.3699951171875,502.4599914550781,13270
2025-09-11 16:49:00+00:00,502.2300109863281,502.4200134277344,502.2300109863281,502.3948059082031,16910
2025-09-11 16:50:00+00:00,501.5111999511719,502.2300109863281,501.5111999511719,502.2300109863281,50110
2025-09-11 16:51:00+00:00,501.5849914550781,501.6700134277344,501.5299987792969,501.55999755859375,13794
2025-09-11 16:52:00+00:00,500.95001220703125,501.489990234375,500.9100036621094,501.45001220703125,43024
2025-09-11 16:53:00+00:00,500.8999938964844,501.0799865722656,500.8399963378906,500.8900146484375,46378
2025-09-11 16:54:00+00:00,501.260009765625,501.2699890136719,500.8500061035156,500.8500061035156,17788
2025-09-11 16:55:00+00:00,501.1000061035156,501.2698974609375,500.95001220703125,501.2300109863281,14926
2025-09-11 16:56:00+00:00,501.4200134277344,501.5,501.239990234375,501.239990234375,29314
2025-09-11 16:57:00+00:00,501.3800048828125,501.4599914550781,501.30999755859375,501.3900146484375,20030
2025-09-11 16:58:00+00:00,501.2699890136719,501.4100036621094,501.2200012207031,501.3800048828125,18209
2025-09-11 16:59:00+00:00,501.1050109863281,501.2699890136719,501.1000061035156,501.239990234375,24578
2025-09-11 17:00:00+00:00,501.0150146484375,501.17999267578125,500.79998779296875,501.1199951171875,34194
2025-09-11 17:01:00+00:00,500.9100036621094,501.0899963378906,500.8301086425781,501.0350036621094,32493
2025-09-11 17:02:00+00:00,500.80999755859375,501.3800048828125,500.79998779296875,500.9100036621094,74543
2025-09-11 17:03:00+00:00,500.67498779296875,500.94000244140625,500.6400146484375,500.94000244140625,25445
2025-09-11 17:04:00+00:00,500.7200012207031,500.7300109863281,500.6099853515625,500.6449890136719,15638
2025-09-11 17:05:00+00:00,500.3999938964844,500.7749938964844,500.2550048828125,500.75,49678
2025-09-11 17:06:00+00:00,500.5321044921875,500.7499084472656,500.3900146484375,500.3900146484375,45085
2025-09-11 17:07:00+00:00,500.875,500.95001220703125,500.5,500.5451965332031,22554
2025-09-11 17:08:00+00:00,500.9700012207031,501.0299072265625,500.8299865722656,500.8703918457031,12332
2025-09-11 17:09:00+00:00,501.0,501.00579833984375,500.80010986328125,500.8599853515625,12546
2025-09-11 17:10:00+00:00,500.8999938964844,501.0199890136719,500.8699951171875,500.9989929199219,18338
2025-09-11 17:11:00+00:00,500.9849853515625,501.0899963378906,500.8999938964844,500.9100036621094,57621
2025-09-11 17:12:00+00:00,501.0799865722656,501.3699951171875,501.0094909667969,501.0094909667969,30280
2025-09-11 17:13:00+00:00,500.9599914550781,501.1300048828125,500.92999267578125,501.1199951171875,13150
2025-09-11 17:14:00+00:00,500.9200134277344,501.25,500.885009765625,500.8999938964844,52966
2025-09-11 17:15:00+00:00,500.9700012207031,501.0299987792969,500.9054870605469,500.9800109863281,15438
2025-09-11 17:16:00+00:00,501.0150146484375,501.17999267578125,500.94000244140625,500.989990234375,27215
2025-09-11 17:17:00+00:00,500.9576110839844,501.1177978515625,500.92999267578125,501.0799865722656,15902
2025-09-11 17:18:00+00:00,500.69000244140625,501.0199890136719,500.68499755859375,500.94500732421875,22861
2025-09-11 17:19:00+00:00,500.82000732421875,500.9089050292969,500.6300048828125,500.7049865722656,12313
2025-09-11 17:20:00+00:00,500.8500061035156,500.99261474609375,500.7300109863281,500.7900085449219,12371
2025-09-11 17:21:00+00:00,500.9200134277344,500.9200134277344,500.75,500.8599853515625,12471
2025-09-11 17:22:00+00:00,501.0220031738281,501.0299987792969,500.94500732421875,500.94500732421875,16482
2025-09-11 17:23:00+00:00,500.7349853515625,500.9700012207031,500.7200012207031,500.9599914550781,16732
2025-09-11 17:24:00+00:00,500.5199890136719,500.7998962402344,500.5199890136719,500.7349853515625,25809
2025-09-11 17:25:00+00:00,500.5899963378906,500.7496032714844,500.5150146484375,500.5400085449219,35618
2025-09-11 17:26:00+00:00,500.4800109863281,500.5899963378906,500.4599914550781,500.5899963378906,25364
2025-09-11 17:27:00+00:00,500.364990234375,500.5050048828125,500.32000732421875,500.5,18834
2025-09-11 17:28:00+00:00,500.2380065917969,500.44000244140625,500.2200927734375,500.3900146484375,19134
2025-09-11 17:29:00+00:00,500.1499938964844,500.29998779296875,500.1000061035156,500.2685852050781,26878
2025-09-11 17:30:00+00:00,500.3999938964844,500.43499755859375,500.1400146484375,500.1449890136719,22711
2025-09-11 17:31:00+00:00,500.5450134277344,500.55999755859375,500.17498779296875,500.4100036621094,32112
2025-09-11 17:32:00+00:00,500.6000061035156,500.6300048828125,500.42498779296875,500.510009765625,15967
2025-09-11 17:33:00+00:00,500.7799987792969,500.8192138671875,500.6499938964844,500.6499938964844,12051
2025-09-11 17:34:00+00:00,500.6199951171875,500.739990234375,500.6159973144531,500.739990234375,25479
2025-09-11 17:35:00+00:00,500.510009765625,500.69000244140625,500.4800109863281,500.6499938964844,15494
2025-09-11 17:36:00+00:00,500.42999267578125,500.5199890136719,500.4114074707031,500.510009765625,10519
2025-09-11 17:37:00+00:00,500.3800048828125,500.5299987792969,500.3500061035156,500.3999938964844,26011
2025-09-11 17:38:00+00:00,500.18499755859375,500.3399963378906,500.15008544921875,500.3399963378906,10170
2025-09-11 17:39:00+00:00,500.2799987792969,500.2799987792969,500.1499938964844,500.1850891113281,11077
2025-09-11 17:40:00+00:00,500.25,500.30999755859375,500.20001220703125,500.2900085449219,14233
2025-09-11 17:41:00+00:00,500.3299865722656,500.3999938964844,500.2650146484375,500.3559875488281,14474
2025-09-11 17:42:00+00:00,500.25,500.3349914550781,500.2149963378906,500.3349914550781,7951
2025-09-11 17:43:00+00:00,500.27801513671875,500.32000732421875,500.239990234375,500.2799987792969,12166
2025-09-11 17:44:00+00:00,500.31988525390625,500.3399963378906,500.239990234375,500.2850036621094,38518
2025-09-11 17:45:00+00:00,500.1499938964844,500.3900146484375,500.1499938964844,500.30999755859375,22548
2025-09-11 17:46:00+00:00,500.19500732421875,500.2121887207031,500.0989990234375,500.125,14485
2025-09-11 17:47:00+00:00,500.0835876464844,500.17999267578125,500.0299987792969,500.1600036621094,21229
2025-09-11 17:48:00+00:00,499.9750061035156,500.1199951171875,499.9419860839844,500.0899963378906,45277
2025-09-11 17:49:00+00:00,499.8949890136719,500.0199890136719,499.80999755859375,499.94000244140625,76310
2025-09-11 17:50:00+00:00,499.9150085449219,499.9849853515625,499.8301086425781,499.9700012207031,12176
2025-09-11 17:51:00+00:00,500.1050109863281,500.1164855957031,499.8299865722656,499.8999938964844,20746
2025-09-11 17:52:00+00:00,500.05999755859375,500.239990234375,500.05999755859375,500.1050109863281,17783
2025-09-11 17:53:00+00:00,500.0094909667969,500.1098937988281,499.8900146484375,500.06500244140625,22454
2025-09-11 17:54:00+00:00,500.05999755859375,500.11199951171875,499.9599914550781,499.9700012207031,23573
2025-09-11 17:55:00+00:00,499.8900146484375,500.0429992675781,499.8599853515625,500.0429992675781,20964
2025-09-11 17:56:00+00:00,500.0,500.0150146484375,499.8399963378906,499.9241027832031,17274
