timestamp,proba_up_raw,proba_dn_raw,proba_up,proba_dn
2025-09-11 18:41:00+00:00,0.0,0.033913340501226456,0.07823960880195598,0.13846153846153847
2025-09-11 18:42:00+00:00,0.0,0.028437909741813556,0.07823960880195598,0.13846153846153847
2025-09-11 18:43:00+00:00,0.0,0.006594926979246733,0.07823960880195598,0.0749185667752443
2025-09-11 18:44:00+00:00,0.0,0.01605994898039935,0.07823960880195598,0.0749185667752443
2025-09-11 18:45:00+00:00,0.0,0.064104434933679,0.07823960880195598,0.13846153846153847
2025-09-11 18:46:00+00:00,0.0,0.06601839911170691,0.07823960880195598,0.13846153846153847
2025-09-11 18:47:00+00:00,0.0,0.09668921768966436,0.07823960880195598,0.13846153846153847
2025-09-11 18:48:00+00:00,0.0,0.18099529606059048,0.07823960880195598,0.13846153846153847
2025-09-11 18:49:00+00:00,0.0,0.2009528359497824,0.07823960880195598,0.13846153846153847
2025-09-11 18:50:00+00:00,0.0,0.11649967282297004,0.07823960880195598,0.13846153846153847
2025-09-11 18:51:00+00:00,0.0,0.17564600624754112,0.07823960880195598,0.13846153846153847
2025-09-11 18:52:00+00:00,0.0,0.13334250794489008,0.07823960880195598,0.13846153846153847
2025-09-11 18:53:00+00:00,0.0,0.1232944483096627,0.07823960880195598,0.13846153846153847
2025-09-11 18:54:00+00:00,0.0,0.013204255864047632,0.07823960880195598,0.0749185667752443
2025-09-11 18:55:00+00:00,0.0,0.009320356963153958,0.07823960880195598,0.0749185667752443
2025-09-11 18:56:00+00:00,0.0,0.01813808108359391,0.07823960880195598,0.0749185667752443
2025-09-11 18:57:00+00:00,0.0,0.008529181856997404,0.07823960880195598,0.0749185667752443
2025-09-11 18:58:00+00:00,0.0,0.019868035507312903,0.07823960880195598,0.0749185667752443
2025-09-11 18:59:00+00:00,0.0,0.008529181856997404,0.07823960880195598,0.0749185667752443
2025-09-11 19:00:00+00:00,0.0,0.030568552667632604,0.07823960880195598,0.13846153846153847
2025-09-11 19:01:00+00:00,0.0,0.048753295264867234,0.07823960880195598,0.13846153846153847
2025-09-11 19:02:00+00:00,0.0,0.016789564476823237,0.07823960880195598,0.0749185667752443
2025-09-11 19:03:00+00:00,0.0,0.026242300795231197,0.07823960880195598,0.13846153846153847
2025-09-11 19:04:00+00:00,0.0,0.033629910257338406,0.07823960880195598,0.13846153846153847
2025-09-11 19:05:00+00:00,0.0,0.035810657621357225,0.07823960880195598,0.13846153846153847
2025-09-11 19:06:00+00:00,0.0,0.03461539449331422,0.07823960880195598,0.13846153846153847
2025-09-11 19:07:00+00:00,0.0,0.045815888391599224,0.07823960880195598,0.13846153846153847
2025-09-11 19:08:00+00:00,0.0,0.008529181856997404,0.07823960880195598,0.0749185667752443
2025-09-11 19:09:00+00:00,0.0,0.052239726007069255,0.07823960880195598,0.13846153846153847
2025-09-11 19:10:00+00:00,0.0,0.0,0.07823960880195598,0.0749185667752443
2025-09-11 19:11:00+00:00,0.0,0.11822439230731883,0.07823960880195598,0.13846153846153847
2025-09-11 19:12:00+00:00,0.0,0.16802521895119868,0.07823960880195598,0.13846153846153847
2025-09-11 19:13:00+00:00,0.0,0.16031326959306447,0.07823960880195598,0.13846153846153847
2025-09-11 19:14:00+00:00,0.0,0.1156743460203396,0.07823960880195598,0.13846153846153847
2025-09-11 19:15:00+00:00,0.0,0.09395627931640897,0.07823960880195598,0.13846153846153847
2025-09-11 19:16:00+00:00,0.0,0.10608531645643819,0.07823960880195598,0.13846153846153847
2025-09-11 19:17:00+00:00,0.0,0.11314951769240061,0.07823960880195598,0.13846153846153847
2025-09-11 19:18:00+00:00,0.0,0.11306087720808058,0.07823960880195598,0.13846153846153847
2025-09-11 19:19:00+00:00,0.0,0.09193753416468672,0.07823960880195598,0.13846153846153847
2025-09-11 19:20:00+00:00,0.0,0.11610845927220083,0.07823960880195598,0.13846153846153847
2025-09-11 19:21:00+00:00,0.0,0.10165451285012798,0.07823960880195598,0.13846153846153847
2025-09-11 19:22:00+00:00,0.0,0.10068014909241578,0.07823960880195598,0.13846153846153847
2025-09-11 19:23:00+00:00,0.0,0.10045253914859094,0.07823960880195598,0.13846153846153847
